activity	time	p	p_peak	p_smooth
Rollerblading	755.0	1.2049162791382344e-4	0.3784019194798704	0.3945127500228029
Golfing	755.0	0.0020940596320320483	0.8930855234960832	0.9125296556084743
Playing volleyball	755.0	9.825043104657433e-5	0.20688070581090204	0.21275888231599724
Boating	755.0	5.265438069214225e-4	0.7817801429066732	0.796252498378149
Playing baseball	755.0	1.4572177093486152e-4	0.31213805983597065	0.3191818308103534
Running	760.0	4.119594226370378e-4	0.2810736490078332	0.29821573525228406
Playing racquet sports	760.0	2.109607305992367e-4	0.43954157778923697	0.44651054983896515
Weightlifting/strength training	760.0	0.001176430764229349	0.7351105915013058	0.7312438518331353
Hiking	760.0	4.5629968160854e-4	0.9020316832738379	0.8776073340323824
Biking	760.0	5.774440725780086e-4	0.6958905824572892	0.694809270256617
Walking	760.0	0.002961935936369809	0.6406214233324974	0.65148543572306294
Using cardiovascular equipment	760.0	5.480324668333773e-4	0.41119419264295426	0.41454772861668454
Participating in water sports	760.0	0.0023474602700469588	0.7327550807428018	0.736387479705214
Playing basketball	760.0	8.91976585800053e-4	0.42681205984911086	0.42635742253628733
Working out, unspecified	760.0	0.0017835171599052191	0.513018177538075	0.5290275860629768
Skiing, ice skating, snowboarding	760.0	3.819680241401266e-4	0.7910073139921762	0.8028256573724007
Doing yoga	760.0	9.703746808126917e-5	0.22729578615420443	0.2532341711059253
Playing billiards	760.0	1.779987182496601e-4	0.21713238369348695	0.2120776428111848
Fishing	760.0	0.0014270673810953794	0.8537902817680703	0.8579349294863986
Dancing	760.0	6.917647097241706e-5	0.09279624035354868	0.0879307801409613
Playing football	760.0	1.7993628065700947e-4	0.18613847628338698	0.18501589428144538
Vehicle touring/racing	760.0	2.829500931202041e-4	0.7054812751137106	0.7178357624162616
Softball	760.0	7.875380288700495e-5	0.13224962506242574	0.1344516213769902
Playing soccer	760.0	2.7382558210947537e-4	0.34015737641254645	0.338277852369119
Doing aerobics	760.0	7.405355393402089e-5	0.12106944678608879	0.12650784832286263
Hunting	760.0	6.627521515784006e-4	0.6098022036124552	0.6087939127221532
Participating in martial arts	760.0	1.7730022030905046e-5	0.05818932473492715	0.05818932473492714
Bowling	760.0	4.024317311361566e-4	0.3264636818894607	0.3290809880945333
Rollerblading	760.0	1.2177700027882192e-4	0.3824386096514869	0.3704553850179069
Golfing	760.0	0.0021298304291886483	0.9083412404851328	0.9059893731384742
Playing volleyball	760.0	1.0008243089149041e-4	0.2107382504234243	0.21992093611993138
Boating	760.0	5.271130618451455e-4	0.7826253379118533	0.779064795040188
Playing baseball	760.0	1.4538734089565358e-4	0.3114217060412045	0.3302062345746166
Running	765.0	4.844472331009884e-4	0.33053097969654505	0.30486960271558194
Playing racquet sports	765.0	2.119399462609231e-4	0.44158179634418315	0.43186487360321535
Weightlifting/strength training	765.0	0.001221297276065494	0.7631461113613073	0.7440065287437667
Hiking	765.0	4.6782294210007477e-4	0.9248113311169834	0.9257814269513197
Biking	765.0	5.830242919043751e-4	0.702615427791536	0.6946691691359027
Walking	765.0	0.0031271199178112136	0.6763481910871086	0.6609196335842985
Using cardiovascular equipment	765.0	5.588012153603968e-4	0.4192740914159754	0.40952592980414465
Participating in water sports	765.0	0.0025115263543243494	0.7839679844778797	0.7662045313160304
Playing basketball	765.0	9.249622189334796e-4	0.44259573202978486	0.4369102171717363
Working out, unspecified	765.0	0.0018820720548527383	0.5413669110014074	0.5214827750207899
Skiing, ice skating, snowboarding	765.0	4.0469638234348035e-4	0.8380748600632355	0.8361056918288258
Doing yoga	765.0	1.072008618470293e-4	0.2511020191656478	0.24316660816183333
Playing billiards	765.0	1.7292544808448978e-4	0.2109437366351445	0.21615291200962186
Fishing	765.0	0.0014435931722517768	0.8636773831584971	0.8598433000778608
Dancing	765.0	6.917647097241706e-5	0.09279624035354868	0.09399798587588415
Playing football	765.0	1.8203098998590563e-4	0.18830538782181408	0.18910600797888902
Vehicle touring/racing	765.0	2.865023367899757e-4	0.7143381069529581	0.7076515150656567
Softball	765.0	8.268762690276146e-5	0.13885561400611915	0.13665361769155468
Playing soccer	765.0	2.6101395256014e-4	0.3242422443730241	0.33868791555681516
Doing aerobics	765.0	9.34696346766065e-5	0.15281261142006786	0.14608954715519368
Hunting	765.0	6.656235633161987e-4	0.6124442066614347	0.6144131816484545
Participating in martial arts	765.0	1.7730022030905046e-5	0.05818932473492715	0.05818932473492714
Bowling	765.0	4.1711098300311727e-4	0.33837189449074123	0.3374156320385822
Rollerblading	765.0	1.1161519304910462e-4	0.3505256259223634	0.36638529820318805
Golfing	765.0	0.0021490576243912507	0.9165413554342063	0.9126530587674085
Playing volleyball	765.0	1.1499737374422408e-4	0.24214385212546788	0.23375435789696417
Boating	765.0	5.204880365788532e-4	0.7727889043020373	0.7762116915113424
Playing baseball	765.0	1.7136160354362114e-4	0.3670589378466747	0.34385528245748825
Running	770.0	4.441022033204129e-4	0.3030041794423675	0.3122755603084792
Playing racquet sports	770.0	1.9892806830920502e-4	0.4144712466762259	0.4259159864534922
Weightlifting/strength training	770.0	0.0011742739658826178	0.7337628833686871	0.7240730878140814
Hiking	770.0	4.8081839396319463e-4	0.9505012664631377	0.9434211568361571
Biking	770.0	5.688232981684911e-4	0.685501497158883	0.6797038932597251
Walking	770.0	0.0030783004461233136	0.6657892863332895	0.6616809260964056
Using cardiovascular equipment	770.0	5.30593423234804e-4	0.3981095053535042	0.39933131194915156
Participating in water sports	770.0	0.0025048709998066222	0.7818905287274096	0.780291083217878
Playing basketball	770.0	9.223020964147074e-4	0.441322859636313	0.44467851981852546
Working out, unspecified	770.0	0.0017732442529443276	0.5100632365228874	0.5122530454122888
Skiing, ice skating, snowboarding	770.0	0.00042457207678611286	0.8792349014310656	0.8732243615527464
Doing yoga	770.0	1.072008618470293e-4	0.2511020191656478	0.24924685813807304
Playing billiards	770.0	1.8066316249963296e-4	0.2203826157002341	0.22654908446989205
Fishing	770.0	0.0014408935341044286	0.8620622353070151	0.8605520230446487
Dancing	770.0	7.186405337635958e-5	0.09640147692055512	0.091336285250107
Playing football	770.0	1.8644752900030606e-4	0.19287415983146605	0.19622221329010894
Vehicle touring/racing	770.0	2.820091289478112e-4	0.7031351631303013	0.7286755325943292
Softball	770.0	8.268762690276146e-5	0.13885561400611915	0.13480445496934643
Playing soccer	770.0	2.8308847802453215e-4	0.3516641258848748	0.3449725919043354
Doing aerobics	770.0	1.0054899095177791e-4	0.1643865832594244	0.16635487915462407
Hunting	770.0	6.749148062778966e-4	0.6209931346714737	0.617276972677827
Participating in martial arts	770.0	1.7730022030905046e-5	0.05818932473492715	0.060416913514728304
Bowling	770.0	4.282538811309831e-4	0.34741131973554495	0.34439817798727707
Rollerblading	770.0	1.1660360810623242e-4	0.36619165903571377	0.36641239049043134
Golfing	770.0	0.002140933603367331	0.9130765803828866	0.9196465629029053
Playing volleyball	770.0	1.179594654939652e-4	0.24838097114200028	0.24630193146982282
Boating	770.0	5.207789483205105e-4	0.7732208323201367	0.7682900241290592
Playing baseball	770.0	1.6483796038749e-4	0.3530852034845854	0.36184378317647975
Running	775.0	4.4452335054149237e-4	0.3032915217865251	0.3170022826872925
Playing racquet sports	775.0	2.0239511376496461e-4	0.42169491634006756	0.4456636698963783
Weightlifting/strength training	775.0	0.0010807296000055902	0.6753102687122496	0.692136067057647
Hiking	775.0	4.8306926169989193e-4	0.9549508729283503	0.9684840464638294
Biking	775.0	5.401898975667071e-4	0.6509947548287562	0.6779236074281432
Walking	775.0	0.002972495525391838	0.6429053008688188	0.7087625870340103
Using cardiovascular equipment	775.0	5.072708388377213e-4	0.3806103390779752	0.40076910214176337
Participating in water sports	775.0	0.002482843654484309	0.7750147364483444	0.7973214824825513
Playing basketball	775.0	9.406805334447907e-4	0.4501169677894785	0.4541836208493825
Working out, unspecified	775.0	0.0016872551840603647	0.48532898871257146	0.5065954409935366
Skiing, ice skating, snowboarding	775.0	4.357405165647521e-4	0.9023633231639381	0.9129337590730607
Doing yoga	775.0	1.0482483721351364e-4	0.24553653608292353	0.25232294533446237
Playing billiards	775.0	2.03566144091253e-4	0.2483209010742975	0.25453594784985906
Fishing	775.0	0.001430621165144227	0.855916450668434	0.8672830926010198
Dancing	775.0	6.322384653284416e-5	0.08481113847621718	0.11218939856260846
Playing football	775.0	2.0057355364311348e-4	0.20748709221704673	0.1980708457480976
Vehicle touring/racing	775.0	3.082466442577514e-4	0.7685533276997281	0.7657185945365487
Softball	775.0	7.545030929005798e-5	0.12670213689580095	0.1307532959325737
Playing soccer	775.0	2.89003014191462e-4	0.3590114054551073	0.35993341338397666
Doing aerobics	775.0	1.1124014136913656e-4	0.18186544278438	0.17312019750660237
Hunting	775.0	6.72089525181565e-4	0.6183935767005723	0.6337362981954406
Participating in martial arts	775.0	1.97662304757488e-5	0.06487209107433062	0.059244597498514524
Bowling	775.0	4.282538811309831e-4	0.34741131973554495	0.35245145834947283
Rollerblading	775.0	1.2180288064802046e-4	0.3825198865132169	0.40041205078825826
Golfing	775.0	0.002179024423418666	0.9293217528916229	0.9314474225590769
Playing volleyball	775.0	1.179594654939652e-4	0.24838097114200028	0.2580025996909014
Boating	775.0	5.111068805479673e-4	0.7588603357650036	0.7790078595479373
Playing baseball	775.0	1.705811559268483e-4	0.36538720819817916	0.3643198442456246
Running	780.0	5.052305882360039e-4	0.34471114683298504	0.32184688566598446
Playing racquet sports	780.0	2.4037401896713235e-4	0.5008248466728413	0.47283806476249907
Weightlifting/strength training	780.0	0.0010679664949419276	0.6673350490920041	0.652895762250476
Hiking	780.0	5.058577099558675e-4	1.0	0.9481212477756088
Biking	780.0	5.785924938881779e-4	0.6972745702967906	0.6667028619001968
Walking	780.0	0.003780171119641021	0.8175931738999225	0.6994035502899791
Using cardiovascular equipment	780.0	5.645500006312777e-4	0.4235874619938107	0.3920848071834959
Participating in water sports	780.0	0.002675202540436897	0.8350591822719	0.8080021542430101
Playing basketball	780.0	9.84555152424059e-4	0.47111103512235597	0.4540200310501598
Working out, unspecified	780.0	0.0018230657564021271	0.524394097745151	0.49330307557446745
Skiing, ice skating, snowboarding	780.0	4.6222196968885603e-4	0.9572030526241785	0.916935635484863
Doing yoga	780.0	1.1114060553764471e-4	0.2603302807548158	0.24166937074368225
Playing billiards	780.0	2.4175386130489745e-4	0.2949043267750455	0.27419137225674944
Fishing	780.0	0.0014773451017673811	0.8838705918276102	0.8542864598431463
Dancing	780.0	1.15812351335159e-4	0.15535558029105304	0.138520190984368
Playing football	780.0	1.873920962241325e-4	0.19385128519578002	0.19541687976342612
Vehicle touring/racing	780.0	3.31073347513056e-4	0.8254672927796168	0.7519546207334358
Softball	780.0	7.545030929005798e-5	0.12670213689580095	0.12477085093410877
Playing soccer	780.0	2.9714419051385334e-4	0.36912470881194787	0.3522514127884513
Doing aerobics	780.0	1.0588389477504974e-4	0.17310856647600276	0.17125736424307045
Hunting	780.0	7.192890961842648e-4	0.661822183214276	0.621209231012077
Participating in martial arts	780.0	1.6658423990061456e-5	0.054672376686285815	0.05644291867806737
Bowling	780.0	4.46892815445177e-4	0.3625317355773286	0.33791870206943403
Rollerblading	780.0	1.4409394809955368e-4	0.45252460681584405	0.4168122175524793
Golfing	780.0	0.0022320677164119826	0.9519439344027211	0.9125782281640666
Playing volleyball	780.0	1.316677881032804e-4	0.27724585678870356	0.2709996315120245
Boating	780.0	5.421440350636613e-4	0.8049424105586717	0.77925098365424
Playing baseball	780.0	1.748294536750175e-4	0.3744871210541093	0.3615445093788164
Running	785.0	4.654038783766041e-4	0.3175379883784433	0.32097388739488547
Playing racquet sports	785.0	2.3805563087142897e-4	0.4959944312745884	0.48794541245734596
Weightlifting/strength training	785.0	9.85879856316272e-4	0.6160419689471742	0.6291930675731058
Hiking	785.0	4.49916357825048e-4	0.8894128703984763	0.9203467085530533
Biking	785.0	5.408906612352275e-4	0.6518392605750434	0.6705004212036516
Walking	785.0	0.0029484849283199213	0.6377121761011959	0.7009232718629063
Using cardiovascular equipment	785.0	4.958705914888276e-4	0.37205662047870186	0.3947849545012129
Participating in water sports	785.0	0.0026075210664141717	0.8139325440087861	0.8221816998487904
Playing basketball	785.0	9.212764580766017e-4	0.4408320902386449	0.455280656002341
Working out, unspecified	785.0	0.0016346107920341766	0.47018614026568	0.48159201051324413
Skiing, ice skating, snowboarding	785.0	4.303694523558317e-4	0.8912405306664722	0.913817470494526
Doing yoga	785.0	9.355614029108869e-5	0.2191412953933074	0.24307961056579921
Playing billiards	785.0	2.290019725596524e-4	0.2793488889209053	0.2857212407315007
Fishing	785.0	0.0013757238862334242	0.8230723370333947	0.8382950588629776
Dancing	785.0	1.307502094546085e-4	0.1753938541858338	0.16754821719411375
Playing football	785.0	1.787509241208565e-4	0.18491226187745155	0.18897177331844883
Vehicle touring/racing	785.0	2.6544801893677456e-4	0.6618432417209625	0.7163845920738473
Softball	785.0	7.20001041070848e-5	0.12090827901072436	0.12473727290268888
Playing soccer	785.0	2.6453652151234514e-4	0.32861812409829877	0.34690510207331987
Doing aerobics	785.0	9.713071919421087e-5	0.15879808346882857	0.15961765699599395
Hunting	785.0	6.340703782999793e-4	0.5834119331213828	0.6116184589424438
Participating in martial arts	785.0	1.5169045729685024e-5	0.049784288273585685	0.05141365107781906
Bowling	785.0	3.74510301746222e-4	0.30381305089542854	0.3239784379267632
Rollerblading	785.0	1.322701469614956e-4	0.41539215932837714	0.4221617909799937
Golfing	785.0	0.0020082031406109396	0.8564689971978557	0.89435838379661
Playing volleyball	785.0	1.3647686140693047e-4	0.2873720666053696	0.2813177853972313
Boating	785.0	5.2127019446042e-4	0.7739502046390445	0.7940042256646818
Playing baseball	785.0	1.6095096200022743e-4	0.3447591988841607	0.356486680885914
Running	790.0	4.406847851157269e-4	0.3006725269732281	0.29914045257087435
Playing racquet sports	790.0	2.2414771193657475e-4	0.46701695942460825	0.48422305597510135
Weightlifting/strength training	790.0	9.669321134669512e-4	0.604202184680139	0.6025138819074091
Hiking	790.0	4.4091936728128764e-4	0.8716272552606834	0.8808789272929975
Biking	790.0	5.496434445696e-4	0.6623874327391209	0.6632388182623171
Walking	790.0	0.002993574985629275	0.6474644655876001	0.6474495962206579
Using cardiovascular equipment	790.0	5.180669669578493e-4	0.3887107810311262	0.3814691810431375
Participating in water sports	790.0	0.002619120785131341	0.8175533732656848	0.816148217849331
Playing basketball	790.0	9.485841147626559e-4	0.4538988426460223	0.4486961048179204
Working out, unspecified	790.0	0.001565113982762045	0.4501957935289013	0.45987315176490623
Skiing, ice skating, snowboarding	790.0	4.312233422002417e-4	0.8930088281929274	0.8989132503030427
Doing yoga	790.0	1.0663102250239669e-4	0.24976725554927445	0.2557934962679496
Playing billiards	790.0	2.3192168150832482e-4	0.28291050649855126	0.28546601682317646
Fishing	790.0	0.0013504347052929033	0.8079422477279282	0.8148444692469474
Dancing	790.0	1.2814209337671793e-4	0.1718952171054544	0.17306142946558087
Playing football	790.0	1.8188249354683124e-4	0.1881517728821149	0.18618047843711638
Vehicle touring/racing	790.0	2.6544801893677456e-4	0.6618432417209625	0.6775042504048527
Softball	790.0	7.539032278348315e-5	0.12660140280154128	0.12568859659196163
Playing soccer	790.0	2.7609172595939255e-4	0.34297247330971314	0.3386541256966838
Doing aerobics	790.0	8.988144903314495e-5	0.1469463210431505	0.1393181032641865
Hunting	790.0	6.408188699422455e-4	0.5896212604916726	0.5850787123938647
Participating in martial arts	790.0	1.5169045729685024e-5	0.049784288273585685	0.049784288273585685
Bowling	790.0	3.767013966497551e-4	0.3055905273075324	0.3061035643179813
Rollerblading	790.0	1.269131518523399e-4	0.3985686067957598	0.4374592558152419
Golfing	790.0	0.002050861645315037	0.8746622197892532	0.8674509079268115
Playing volleyball	790.0	1.3266015586795897e-4	0.2793354327976207	0.2804235523876864
Boating	790.0	5.409166484850067e-4	0.8031200617963292	0.8027628274114275
Playing baseball	790.0	1.6349740850952433e-4	0.35021372271947226	0.346851666301823
Running	795.0	4.0922917469866764e-4	0.2792108423609515	0.27820084032267056
Playing racquet sports	795.0	2.3501431411057606e-4	0.48965777722610754	0.4754679779253081
Weightlifting/strength training	795.0	9.398787685049602e-4	0.5872974920949142	0.6009176265878383
Hiking	795.0	4.4596246562011484e-4	0.8815966562198329	0.8819438493657348
Biking	795.0	5.605156452502126e-4	0.675489761472787	0.6824342333829939
Walking	795.0	0.003038458795797838	0.6571721469731777	0.6570484370459273
Using cardiovascular equipment	795.0	5.11308906958829e-4	0.3836401416195845	0.3743674444164811
Participating in water sports	795.0	0.0026172158011184194	0.8169587362735221	0.821974416197313
Playing basketball	795.0	9.432728220706364e-4	0.4513573815690939	0.4446582542283142
Working out, unspecified	795.0	0.0015965477168828944	0.4592375215001374	0.4572736916326088
Skiing, ice skating, snowboarding	795.0	4.4063075768415935e-4	0.9124903920497287	0.9062917915792275
Doing yoga	795.0	1.2742410069898036e-4	0.29847193786126697	0.27547872954202046
Playing billiards	795.0	2.4112618622793833e-4	0.2941386550500729	0.2874030131156184
Fishing	795.0	0.001359755669480138	0.8135188229795193	0.8158806991201137
Dancing	795.0	1.2814209337671793e-4	0.1718952171054544	0.17123987414389139
Playing football	795.0	1.7929723218754423e-4	0.1854774005517827	0.19585520558701996
Vehicle touring/racing	795.0	2.84291682213658e-4	0.708826267772633	0.7117521028406454
Softball	795.0	7.714983074287182e-5	0.12955610796361927	0.1299797727333718
Playing soccer	795.0	2.772181630397605e-4	0.3443717796820395	0.3422495647727357
Doing aerobics	795.0	6.863451096219623e-5	0.1122099052805805	0.12193520524109618
Hunting	795.0	6.327564105533285e-4	0.5822029435685385	0.587431143714308
Participating in martial arts	795.0	1.5169045729685024e-5	0.049784288273585685	0.049784288273585685
Bowling	795.0	3.8078975348812506e-4	0.30890711475098287	0.312944729311256
Rollerblading	795.0	1.5870711214074389e-4	0.49841700132158884	0.4519590593385172
Golfing	795.0	0.0020427940437241225	0.8712215067933258	0.8673294902601324
Playing volleyball	795.0	1.3039373823527336e-4	0.2745631577600689	0.2700336415962683
Boating	795.0	5.598412900357307e-4	0.8312182157989086	0.8303179232191225
Playing baseball	795.0	1.613351230998086e-4	0.34558207730183604	0.3523055059495542
Running	800.0	3.73332594542668e-4	0.25471915163383213	0.2546269860687877
Playing racquet sports	800.0	0.00022544946739223666	0.46972919712520833	0.4763720571588414
Weightlifting/strength training	800.0	9.782161773247643e-4	0.6112532029884619	0.595031873425416
Hiking	800.0	4.5153245494803713e-4	0.8926076366166884	0.8892623407885992
Biking	800.0	5.886752366909072e-4	0.7094255059370737	0.6919395449437147
Walking	800.0	0.0030816266742201485	0.6665086985770041	0.6571862698828692
Using cardiovascular equipment	800.0	4.67475378385561e-4	0.3507514105987327	0.35246220148223245
Participating in water sports	800.0	0.0026635156388438975	0.8314111390527319	0.8289228707027368
Playing basketball	800.0	8.959608553439075e-4	0.4287185384698263	0.43686317874383757
Working out, unspecified	800.0	0.001607499578696529	0.46238775986878766	0.45850288215576135
Skiing, ice skating, snowboarding	800.0	4.4105848183424376e-4	0.9133761544950263	0.915345842451364
Doing yoga	800.0	1.1876829087018982e-4	0.27819699521552	0.28495530943076897
Playing billiards	800.0	2.3376564969676306e-4	0.285159877798231	0.28764786132278813
Fishing	800.0	0.0013809199040948014	0.8261810266528938	0.8256388763999204
Dancing	800.0	1.2667648507669988e-4	0.16992918822076528	0.17058453118232833
Playing football	800.0	2.0680801024003219e-4	0.21393644332716233	0.20445009573536913
Vehicle touring/racing	800.0	3.066557733210958e-4	0.7645867990283403	0.7362704866919055
Softball	800.0	7.966620765560932e-5	0.1337818074349548	0.13237324094450964
Playing soccer	800.0	2.732194718130762e-4	0.3394044413264545	0.3361157507960197
Doing aerobics	800.0	6.523335589271065e-5	0.10664938939955745	0.10300670861643224
Hunting	800.0	6.417404666162972e-4	0.5904692270827129	0.5877137992446547
Participating in martial arts	800.0	1.5169045729685024e-5	0.049784288273585685	0.049784288273585685
Bowling	800.0	3.998096108941579e-4	0.32433654587525274	0.315712880166808
Rollerblading	800.0	1.4612133143765922e-4	0.458891569898203	0.4689865687604519
Golfing	800.0	0.0020073490594695953	0.856104744197818	0.8581362927376328
Playing volleyball	800.0	1.2167393607190164e-4	0.2562023342311153	0.26360845694494056
Boating	800.0	5.769468390195551e-4	0.8566154920621293	0.8451900049323481
Playing baseball	800.0	1.685893432884285e-4	0.36112071782735433	0.35945714642655413
Running	805.0	3.370307632388277e-4	0.2299509642115794	0.24438215047704195
Playing racquet sports	805.0	0.00022544946739223666	0.46972919712520833	0.48115591323866796
Weightlifting/strength training	805.0	9.386744016165773e-4	0.5865449251928716	0.6016672073134676
Hiking	805.0	4.52025713215793e-4	0.8935827295292762	0.8991707969951327
Biking	805.0	5.7330572405913e-4	0.6909033674212831	0.7011979885922278
Walking	805.0	0.0029954868107013722	0.6478779640984257	0.6855458278512677
Using cardiovascular equipment	805.0	4.3048218679828603e-4	0.32299505222838	0.34711976669733846
Participating in water sports	805.0	0.0026859011650360834	0.8383987367819565	0.8507699603880918
Playing basketball	805.0	8.997123128331001e-4	0.4305136161925925	0.44251933648589653
Working out, unspecified	805.0	0.0015779338933626173	0.45388336509835914	0.46928772826964166
Skiing, ice skating, snowboarding	805.0	4.443396226476626e-4	0.9201709808093369	0.9400857898323415
Doing yoga	805.0	1.1876829087018982e-4	0.27819699521552	0.28306932786199385
Playing billiards	805.0	2.3252383950475895e-4	0.28364505112006055	0.29609710958701174
Fishing	805.0	0.0013993656083225807	0.8372167795673483	0.8442583028466818
Dancing	805.0	1.2667648507669988e-4	0.16992918822076528	0.16992918822076528
Playing football	805.0	2.0680801024003219e-4	0.21393644332716233	0.22471431924733917
Vehicle touring/racing	805.0	2.9494906696708316e-4	0.7353983932747431	0.7560801913918747
Softball	805.0	7.966620765560932e-5	0.1337818074349548	0.1337818074349548
Playing soccer	805.0	2.612786250314696e-4	0.324571031379565	0.34150197615360334
Doing aerobics	805.0	5.51479349329002e-5	0.09016083116915874	0.08730067935331894
Hunting	805.0	6.417404666162972e-4	0.5904692270827129	0.5945046607868009
Participating in martial arts	805.0	1.5169045729685024e-5	0.049784288273585685	0.049784288273585685
Bowling	805.0	3.869382940687735e-4	0.31389497987418835	0.31760633720743514
Rollerblading	805.0	1.4317897047493296e-4	0.44965113506156384	0.47410269546386186
Golfing	805.0	0.0019861944774525373	0.8470826272217548	0.8654941445570464
Playing volleyball	805.0	1.2350593591681772e-4	0.26005987884363757	0.2658078364014294
Boating	805.0	5.70966538827629e-4	0.8477363069360065	0.8610309154870158
Playing baseball	805.0	1.7351364666976836e-4	0.3716686441504719	0.36815266870943275
Running	810.0	3.641827261580292e-4	0.2484763355857144	0.23779791289871757
Playing racquet sports	810.0	2.419024390890444e-4	0.5040093454655872	0.4966305469196903
Weightlifting/strength training	810.0	9.717352442805117e-4	0.6072034937590693	0.5705799315866198
Hiking	810.0	4.6099927251762004e-4	0.9113220248394335	0.8892076955811131
Biking	810.0	5.83563378073036e-4	0.703265092418327	0.6864495559380894
Walking	810.0	0.003431823070672695	0.7422508208783731	0.6710183657421229
Using cardiovascular equipment	810.0	4.899479945253882e-4	0.36761283726490274	0.34024851906723624
Participating in water sports	810.0	0.0028271843556886664	0.8825000053295871	0.8549314911527927
Playing basketball	810.0	9.787345211141815e-4	0.4683258547952706	0.44081102859442195
Working out, unspecified	810.0	0.001709028866400925	0.49159205984177823	0.462784971644899
Skiing, ice skating, snowboarding	810.0	4.7647063672680555e-4	0.9867102341926612	0.9566601752065242
Doing yoga	810.0	1.2500860220631077e-4	0.29281399315494167	0.2753218321315114
Playing billiards	810.0	2.619055191255315e-4	0.31948639984274374	0.31068278386544085
Fishing	810.0	0.0014531199652713228	0.8693771023198031	0.8491496350692294
Dancing	810.0	1.2667648507669988e-4	0.16992918822076528	0.16419663040876747
Playing football	810.0	2.380642708237949e-4	0.2462700710876928	0.23254901794932029
Vehicle touring/racing	810.0	3.0812714597690217e-4	0.7682553818725408	0.7539480143097954
Softball	810.0	7.966620765560932e-5	0.1337818074349548	0.14090567807880902
Playing soccer	810.0	2.9022584474404676e-4	0.36053045575479054	0.34929677688257516
Doing aerobics	810.0	3.981417727767214e-5	0.06509181749124063	0.07466772121063554
Hunting	810.0	6.548979741856008e-4	0.6025755281949768	0.5938965641938806
Participating in martial arts	810.0	1.5169045729685024e-5	0.049784288273585685	0.049784288273585685
Bowling	810.0	3.877919461082788e-4	0.3145874858728644	0.3046994718807573
Rollerblading	810.0	1.635943793825797e-4	0.5137653814318188	0.4893982413424746
Golfing	810.0	0.002094550947407408	0.8932950622515669	0.8570266861321553
Playing volleyball	810.0	1.335272829337218e-4	0.28116129612953533	0.2654169282690892
Boating	810.0	5.918487543755566e-4	0.8787409474629115	0.8629663430878804
Playing baseball	810.0	1.7351364666976836e-4	0.3716686441504719	0.3689143436659404
Running	815.0	3.443817620383088e-4	0.23496643889885893	0.2397970588633588
Playing racquet sports	815.0	2.4773090918568663e-4	0.5161530981682751	0.5119349484755185
Weightlifting/strength training	815.0	8.289650525390898e-4	0.5179913758079183	0.5415256244008679
Hiking	815.0	4.3641271995197505e-4	0.8627183323746296	0.8893564913632724
Biking	815.0	5.519608656505251e-4	0.6651802079746584	0.6845667784563968
Walking	815.0	0.002880121960899034	0.6229263122495701	0.6652844112720135
Using cardiovascular equipment	815.0	4.400017404573786e-4	0.33013766770842595	0.3529188017497607
Participating in water sports	815.0	0.0027035113825355423	0.8438957313468342	0.8530172252330287
Playing basketball	815.0	8.852504927472781e-4	0.4235936147954027	0.4371612786891024
Working out, unspecified	815.0	0.0015396787185318513	0.4428794899945597	0.4534521262336942
Skiing, ice skating, snowboarding	815.0	4.6506920254716077e-4	0.9630993106175745	0.9741023241712634
Doing yoga	815.0	1.0884557234060269e-4	0.2549545080240725	0.2689573156928844
Playing billiards	815.0	0.00026963636527872385	0.3289169006335183	0.326861385353255
Fishing	815.0	0.0014054467492016932	0.8408550233205364	0.8536099786927371
Dancing	815.0	1.1385619890232999e-4	0.15273151478477187	0.15846407259676967
Playing football	815.0	2.2952894208579165e-4	0.2374405394331057	0.25152112581504005
Vehicle touring/racing	815.0	3.0409029188932057e-4	0.7581902677821023	0.7505391984642961
Softball	815.0	9.239286538822201e-5	0.15515341936651747	0.15908637351585408
Playing soccer	815.0	2.920438395473459e-4	0.3627888435133698	0.36247370028064063
Doing aerobics	815.0	4.205206270934426e-5	0.06875051497150726	0.06973340544124701
Hunting	815.0	6.397577712950704e-4	0.5886449373039522	0.595575055896474
Participating in martial arts	815.0	1.5169045729685024e-5	0.049784288273585685	0.05537240807759299
Bowling	815.0	3.5207873810401175e-4	0.2856159498952192	0.29543153291358387
Rollerblading	815.0	1.6073266236281324e-4	0.5047782075340412	0.5060699096975017
Golfing	815.0	0.0019477869153961037	0.8307023689231442	0.8524682904574216
Playing volleyball	815.0	1.2111699347517907e-4	0.25502960983409456	0.26347016590847433
Boating	815.0	5.808574810058983e-4	0.8624217748647233	0.86856956074531
Playing baseball	815.0	1.6965610801039828e-4	0.3634057426968775	0.3632438602814126
Running	820.0	3.458209897890706e-4	0.2359484021055031	0.23704944991976465
Playing racquet sports	820.0	2.474857972646505e-4	0.515642401792693	0.5241229785827958
Weightlifting/strength training	820.0	7.991836316486917e-4	0.499382003635616	0.5027149190331078
Hiking	820.0	4.522515216966355e-4	0.8940291168757539	0.883198348745155
Biking	820.0	5.686187859504933e-4	0.6852550349762049	0.6834318376950019
Walking	820.0	0.0029159533833886687	0.6306761006880975	0.6251851829207589
Using cardiovascular equipment	820.0	4.811423838405831e-4	0.3610059002759534	0.35398289752777917
Participating in water sports	820.0	0.002667503490378972	0.8326559390226651	0.8329579542991161
Playing basketball	820.0	8.768299360273328e-4	0.41956436647663375	0.4237899131545495
